This file was generated by QKinz.


Protons:
Excitation energy (keV):     Energy dE-detector (keV):     dEnergy dE-detector (keV):     Energy E-detector (keV):    dEnergy dE-detector (keV):     Total particle energy (keV):     
4818.700000     4825.522872     409.244746     1273.311861     635.762500     6098.834733
4991.000000     5122.176750     503.306816     819.101595     732.704082     5941.278345
5119.200000     5454.135034     403.861141     369.832367     614.177465     5823.967401
Ex(e+de) = a0 + a1(e+de) + a2(e+de)^2
chi-squared: 0.000006, a0 = 11.469962MeV, a1 = -1.085640, a2 = -0.000833(MeV)^-1



Helium-3:
Excitation energy (keV):     Energy dE-detector (keV):     dEnergy dE-detector (keV):     Energy E-detector (keV):    dEnergy dE-detector (keV):     Total particle energy (keV):     
Ex(e+de) = a0 + a1(e+de) + a2(e+de)^2
chi-squared: 0.000006, a0 = 11.469962MeV, a1 = -1.085640, a2 = -0.000833(MeV)^-1



Alphas:
Excitation energy (keV):     Energy dE-detector (keV):     dEnergy dE-detector (keV):     Energy E-detector (keV):    dEnergy dE-detector (keV):     Total particle energy (keV):     
0.000000     7555.569516     115.434189     15195.862967     454.508529     22751.432483
1332.518000     8002.370607     138.629701     13533.451431     486.642451     21535.822038
2158.640000     8319.055247     157.228119     12462.401461     511.213823     20781.456708
2284.870000     8370.632991     160.442011     12295.502964     515.371979     20666.135955
2505.766000     8463.135951     166.342468     12001.157206     522.945903     20464.293157
2626.080000     8514.771580     169.714045     11839.564608     527.240426     20354.336189
3119.700000     8736.610958     184.861890     11166.438810     546.262231     19903.049768
3124.020000     8738.627616     185.004687     11160.471475     546.439566     19899.099091
3186.020000     8767.722111     187.075365     11074.675145     549.007161     19842.397257
3194.020000     8771.497056     187.345480     11063.583520     549.341563     19835.080576
3269.380000     8807.293984     189.923598     10958.859907     552.527173     19766.153891
3318.700000     8830.956670     191.644498     10890.084051     554.647525     19721.040721
3381.000000     8861.117845     193.857489     10802.932849     557.367228     19664.050694
3393.500000     8867.206346     194.306883     10785.409209     557.918579     19652.615555
3588.100000     8963.628155     201.545290     10510.941417     566.756770     19474.569572
3619.550000     8979.507200     202.759578     10466.283481     568.231834     19445.790681
3670.710000     9005.519018     204.762561     10393.454219     570.660363     19398.973237
3700.000000     9020.513521     205.925041     10351.654468     572.067225     19372.167989
3730.670000     9036.295286     207.154811     10307.803395     573.553477     19344.098681
3736.100000     9039.098058     207.373886     10300.030944     573.818024     19339.129002
3875.000000     9111.697855     213.120211     10100.293744     580.733972     19211.991599
3887.800000     9118.477286     213.663926     10081.797048     581.386099     19200.274334
3895.000000     9122.297448     213.970847     10071.385834     581.754048     19193.683282
3925.800000     9138.694283     215.292658     10026.793197     583.337306     19165.487480
4007.900000     9182.843309     218.887854     9907.479956     587.632439     19090.323265
4020.450000     9189.649486     219.446838     9889.183235     588.298807     19078.832721
4035.000000     9197.559625     220.098092     9867.951133     589.074687     19065.510758
4039.670000     9200.102894     220.307849     9861.131960     589.324474     19061.234854
4078.540000     9221.355155     222.067649     9804.288787     591.418015     19025.643942
4116.000000     9241.979386     223.787478     9749.362827     593.460427     18991.342212
4165.410000     9269.400604     226.092629     9676.694560     596.192491     18946.095165
4191.000000     9283.701029     227.303250     9638.958904     597.624855     18922.659933
4265.130000     9325.513909     230.876629     9529.253089     601.843062     18854.766997
4294.500000     9342.241620     232.320387     9485.624430     603.543319     18827.866050
4300.000000     9345.384483     232.592558     9477.443806     603.863588     18822.828289
4319.000000     9356.266897     233.537212     9449.157902     604.974557     18805.424800
4334.700000     9365.288904     234.323015     9425.754746     605.897972     18791.043650
4341.000000     9368.916794     234.639677     9416.355983     606.269901     18785.272776
4355.700000     9377.398859     235.381558     9394.408332     607.140843     18771.807192
4399.400000     9402.755855     237.612174     9329.019241     609.755997     18731.775097
4407.450000     9407.450189     238.027240     9316.950288     610.242040     18724.400476
4450.000000     9432.384996     240.243077     9253.033851     612.833777     18685.418848
4493.440000     9458.055395     242.544032     9187.563860     615.519768     18645.619255
4535.700000     9483.239444     244.821071     9123.658789     618.172625     18606.898233
4548.800000     9491.088926     245.534806     9103.805828     619.003107     18594.894754
4579.100000     9509.323047     247.200216     9057.807003     620.939002     18567.130050
4760.500000     9620.847336     257.616646     8780.033438     632.988041     18400.880774
4768.000000     9625.547983     258.064558     8768.458169     633.503944     18394.006151
4781.000000     9633.713101     258.844326     8748.376842     634.401658     18382.089943
4800.000000     9645.686493     259.991785     8718.987006     635.721710     18364.673499
4844.200000     9673.724973     262.697573     8650.430308     638.829978     18324.155281
4849.000000     9676.785565     262.994529     8642.969372     639.170724     18319.754937
4859.000000     9683.171752     263.615173     8627.415693     639.882650     18310.587445
